traditional,simplified,pinyin,translation,level,numerical_pinyin,pinyin_check,exclude
業績,业绩,yèjì,achievement,7,ye4 ji4,yèjì,False
夜市,夜市,yèshì,night market,7,ye4 shi4,yèshì,False
夜校,夜校,yèxiào,"evening school, night school",7,ye4 xiao4,yèxiào,False
夜晚,夜晚,yèwǎn,"night, CL:個|个[ge4]",7,ye4 wan3,yèwǎn,False
夜以繼日,夜以继日,yèyǐjìrì,"night and day (idiom), continuous strenuous effort",7,ye4 yi3 ji4 ri4,yèyǐjìrì,False
夜總會,夜总会,yèzǒnghuì,"nightclub, nightspot",7,ye4 zong3 hui4,yèzǒnghuì,False
液晶,液晶,yèjīng,liquid crystal,7,ye4 jing1,yèjīng,False
一把手,一把手,yībǎshǒu,"working hand, member of a work team, participant",7,yi1 ba3 shou3,yībǎshǒu,False
液體,液体,yètǐ,liquid,7,ye4 ti3,yètǐ,False
一線,一线,yīxiàn,front line,7,yi1 xian4,yīxiàn,False
一一,一一,yīyī,"one_by_one, one after another, one at a time, one by one",7,yi1 yi1,yīyī,False
伊斯蘭教,伊斯兰教,Yīsīlánjiào,Islam,7,yi1 si1 lan2 jiao4,yīsīlánjiào,False
衣食住行,衣食住行,yī-shí-zhù-xíng,"clothing, food, housing and transport (idiom), people's basic needs",7,yi1 shi2 zhu4 xing2,yīshízhùxíng,False
依,依,yī,"according to, judging by",7,yi1,yī,False
醫務,医务,yīwù,medical affairs,7,yi1 wu4,yīwù,False
依託,依托,yītuō,"to rely on, to depend on",7,yi1 tuo1,yītuō,False
依依不捨,依依不舍,yīyī-bùshě,"reluctant to part (idiom), broken-hearted at having to leave",7,yi1 yi1 bu4 she3,yīyībùshě,False
一不小心,一不小心,yībùxiǎoxīn,Unclear,7,yi1 bu xiao3 xin1,yībuxiǎoxīn,True
一剎那,一刹那,yīchànà,"a very short time, tick, trice, a moment, shake",7,yi1 sha1 na4,yīshānà,True
一動不動,一动不动,yīdòngbùdòng,motionless,7,yi1 dong4 bu4 dong4,yīdòngbùdòng,False
一度,一度,yīdù,once,7,yi1 du4,yīdù,False
一大早,一大早,yīdàzǎo,"at dawn, at first light, first thing in the morning",7,yi1 da4 zao3,yīdàzǎo,False
一概,一概,yīgài,"all, without any exceptions, categorically",7,yi1 gai4,yīgài,False
一概而論,一概而论,yīgàiérlùn,to lump different matters together (idiom),7,yi1 gai4 er2 lun4,yīgàiérlùn,False
一個勁兒,一个劲儿,yīgejìnr5,"continuously, persistently, incessantly, erhua variant of 一個勁|一个劲[yi1 ge4 jin4]",7,yi1 ge4 jin4 r,yīgèjìnr,True
一技之長,一技之长,yījìzhīcháng,"proficiency in a particular field (idiom), skill in a specialized area (idiom)",7,yi1 ji4 zhi1 chang2,yījìzhīcháng,False
一面,一面,yīmiàn,"at the same time, simultaneously",7,yi1 mian4,yīmiàn,False
一晃,一晃,yīhuǎng,"(of passing time) in an instant, (of a sight) in a flash",7,yi1 huang3,yīhuǎng,False
一目了然,一目了然,yīmù-liǎorán,obvious at a glance (idiom),7,yi1 mu4 liao3 ran2,yīmùliǎorán,False
一事無成,一事无成,yīshì-wúchéng,"to have achieved nothing, to be a total failure, to get nowhere",7,yi1 shi4 wu2 cheng2,yīshìwúchéng,False
一瞬間,一瞬间,yīshùnjiān,split second,7,yi1 shun4 jian1,yīshùnjiān,False
一味,一味,yīwèi,"blindly, stubbornly",7,yi1 wei4,yīwèi,False
一系列,一系列,yīxìliè,"a series of, a string of",7,yi1 xi4 lie4,yīxìliè,False
一陣,一阵,yīzhèn,"a burst, a fit, a peal, a spell (period of time)",7,yi1 zhen4,yīzhèn,False
儀表,仪表,yíbiǎo,"appearance, bearing, meter (i.e. measuring instrument)",7,yi2 biao3,yíbiǎo,False
移交,移交,yíjiāo,"to transfer, to hand over",7,yi2 jiao1,yíjiāo,False
移植,移植,yízhí,"transplant, graft",7,yi2 zhi2,yízhí,False
姨,姨,yí,"mother's sister, aunt",7,yi2,yí,False
遺留,遗留,yíliú,"to leave behind, to hand down",7,yi2 liu2,yíliú,False
遺棄,遗弃,yíqì,"to leave, to abandon",7,yi2 qi4,yíqì,False
遺忘,遗忘,yíwàng,"misplace, bury, neglect, leave behind, escape, leave, elude, mislay, leave_behind, forget",7,yi2 wang4,yíwàng,False
遺物,遗物,yíwù,"hangover, legacy, survival, memento, survivor, things left behind by the deceased, holdover, souvenir, keepsake, reliquiae, things left by deceased, remnant",7,yi2 wu4,yíwù,False
遺體,遗体,yítǐ,remains (of a dead person),7,yi2 ti3,yítǐ,False
遺囑,遗嘱,yízhǔ,"testament, will",7,yi2 zhu3,yízhǔ,False
遺願,遗愿,yíyuàn,final wishes of the departed,7,yi2 yuan4,yíyuàn,False
疑點,疑点,yídiǎn,a doubtful point,7,yi2 dian3,yídiǎn,False
遺址,遗址,yízhǐ,"ruins, remains, monument, relics",7,yi2 zhi3,yízhǐ,False
疑惑,疑惑,yíhuò,"be perplexed, be uncertain",7,yi2 huo4,yíhuò,False
疑慮,疑虑,yílǜ,"misgivings, doubts",7,yi2 lv4,yílǜ,False
以,以,yǐ,"using, taking, from a point on, because of",7,yi3,yǐ,False
以身作則,以身作则,yǐshēn-zuòzé,"to set an example (idiom), to serve as a model",7,yi3 shen1 zuo4 ze2,yǐshēnzuòzé,False
以免,以免,yǐmiǎn,"conj.: in order to avoid, so as not to",7,yi3 mian3,yǐmiǎn,False
以至於,以至于,yǐzhìyú,"conj.: down/up to, to such an extent as to..., so...that...",7,yi3 zhi4 yu2,yǐzhìyú,False
矣,矣,yǐ,particle: used in classical Chinese to express exclamation,7,yi3,yǐ,False
以致,以致,yǐzhì,"conj.: so that, with the result that",7,yi3 zhi4,yǐzhì,False
倚,倚,yǐ,"to lean on, to rely upon",7,yi3,yǐ,False
一成不變,一成不变,yīchéng-bùbiàn,"nothing much changes (idiom), always the same, stuck in a rut",7,yi1 cheng2 bu4 bian4,yīchéngbùbiàn,False
一長一短,一长一短,yī cháng yī duǎn,A long one,7,yi1 chang2 yi1 duan3,yīchángyīduǎn,False
一籌莫展,一筹莫展,yīchóu-mòzhǎn,"to be unable to find a solution, to be at wits' end",7,yi1 chou2 mo4 zhan3,yīchóumòzhǎn,False
一帆風順,一帆风顺,yīfān-fēngshùn,"propitious wind throughout the journey (idiom), plain sailing, to go smoothly, have a nice trip!",7,yi1 fan1 feng1 shun4,yīfānfēngshùn,False
一乾二淨,一干二净,yīgān-èrjìng,"thoroughly (idiom), completely, one and all, very clean",7,yi1 gan1 er4 jing4,yīgānèrjìng,False
一鼓作氣,一鼓作气,yīgǔ-zuòqì,in a spurt of energy,7,yi1 gu3 zuo4 qi4,yīgǔzuòqì,False
一鍋粥,一锅粥,yīguōzhōu,"(lit.) a pot of porridge, (fig.) a complete mess",7,yi1 guo1 zhou1,yīguōzhōu,False
一回事,一回事,yīhuíshì,"one thing, the same as",7,yi1 hui2 shi4,yī huíshì,False
一家人,一家人,yījiārén,house,7,yi1 jia1 ren2,yījiārén,False
一舉,一举,yījǔ,"a move, an action, in one move, at a stroke, in one go",7,yi1 ju3,yījǔ,False
一經,一经,yījīng,Once,7,yi1 jing1,yījīng,False
一舉一動,一举一动,yījǔ-yīdòng,"every movement, each and every move",7,yi1 ju3 yi1 dong4,yījǔyīdòng,False
一卡通,一卡通,yīkǎtōng,Yikatong (Beijing public transport smart card),7,yi1 ka3 tong1,yīkǎtōng,False
一攬子,一揽子,yīlǎnzi,"all-inclusive, undiscriminating",7,yi1 lan3 zi,yīlǎnzi,False
一連,一连,yīlián,"in a row, in succession, running",7,yi1 lian2,yīlián,False
一連串,一连串,yīliánchuàn,"a string of, in a row, a series of, a chain of, a succession of, in succession",7,yi1 lian2 chuan4,yīliánchuàn,False
一毛不拔,一毛不拔,yīmáo-bùbá,stingy (idiom),7,yi1 mao2 bu4 ba2,yīmáobùbá,False
一年到頭,一年到头,yīnián-dàotóu,all year round,7,yi1 nian2 dao4 tou2,yīniándàotóu,False
一如既往,一如既往,yīrú-jìwǎng,"just as in the past (idiom), as before, continuing as always",7,yi1 ru2 ji4 wang3,yīrújìwǎng,False
一旁,一旁,yīpáng,"aside, to the side of",7,yi1 pang2,yīpáng,False
一聲不吭,一声不吭,yīshēngbùkēng,to not say a word,7,yi1 sheng1 bu4 keng1,yīshēngbùkēng,False
一塌糊塗,一塌糊涂,yītāhútú,"muddled and completely collapsing (idiom), in an awful condition, complete shambles, a total mess",7,yi1 ta1 hu2 tu,yītāhútu,True
一體,一体,yītǐ,"an organic/integral whole, all concerned",7,yi1 ti3,yītǐ,False
一手,一手,yīshǒu,"a skill, mastery of a trade, by oneself, without outside help",7,yi1 shou3,yīshǒu,False
一天到晚,一天到晚,yītiān-dàowǎn,all day long,7,yi1 tian1 dao4 wan3,yītiāndàowǎn,False
一頭,一头,yītóu,"one head, a head full of sth, one end (of a stick), one side, headlong, directly, rapidly, simultaneously",7,yi1 tou2,yītóu,False
一無所有,一无所有,yīwú-suǒyǒu,"not having anything at all (idiom), utterly lacking, without two sticks to rub together",7,yi1 wu2 suo3 you3,yīwúsuǒyǒu,False
一無所知,一无所知,yīwú-suǒzhī,"not knowing anything at all (idiom), completely ignorant, without an inkling",7,yi1 wu2 suo3 zhi1,yīwúsuǒzhī,False
一心,一心,yīxīn,"wholeheartedly, heart and soul",7,yi1 xin1,yīxīn,False
一心一意,一心一意,yīxīn-yīyì,"concentrating one's thoughts and efforts, single-minded, bent on, intently",7,yi1 xin1 yi1 yi4,yīxīnyīyì,False
一言不發,一言不发,yīyán-bùfā,to not say a word (idiom),7,yi1 yan2 bu4 fa1,yīyánbùfā,False
一言一行,一言一行,yīyán-yìxíng,every word and action (idiom),7,yi1 yan2 yi1 xing2,yīyányīxíng,True
一應俱全,一应俱全,yīyīng-jùquán,with everything needed available,7,yi1 ying1 ju4 quan2,yīyīngjùquán,False
一早,一早,yīzǎo,"early in the morning, at dawn",7,yi1 zao3,yīzǎo,False
一眼,一眼,yīyǎn,"a glance, a quick look, a glimpse",7,yi1 yan3,yīyǎn,False
義工,义工,yìgōng,volunteer,7,yi4 gong1,yìgōng,False
議程,议程,yìchéng,agenda,7,yi4 cheng2,yìchéng,False
議會,议会,yìhuì,"Sanhedrin, general assembly, Cortes, Knesset, diet, senate, Majlis, duma, law-makers, forum, junta, parliament, legislature, meeting place, parliamentary, assembly, president, house, legislative assembly",7,yi4 hui4,yìhuì,False
議,议,yì,"to comment on, to discuss, to suggest",7,yi4,yì,False
議員,议员,yìyuán,"councillor, member of legislative body, deputy, councilman, council member, legislator, solon, Congresswoman, Member of Parliament, assemblyman, Congressman",7,yi4 yuan2,yìyuán,False
屹立,屹立,yìlì,"to tower, to stand straight (of person's bearing)",7,yi4 li4,yìlì,False
亦,亦,yì,"also, too",7,yi4,yì,False
異想天開,异想天开,yìxiǎng-tiānkāi,"to imagine the wildest thing, to indulge in fantasy",7,yi4 xiang3 tian1 kai1,yìxiǎngtiānkāi,False
異性,异性,yìxìng,"metamerism, isomerism, heterosexual, opposite sex, different nature",7,yi4 xing4,yìxìng,False
異議,异议,yìyì,"remonstrance, dissent, expostulation, exception, dissidence, protestation, demur, objection, demurrer",7,yi4 yi4,yìyì,False
異口同聲,异口同声,yìkǒu-tóngshēng,"different mouths, same voice, to speak in unison (idiom)",7,yi4 kou3 tong2 sheng1,yìkǒutóngshēng,False
抑鬱,抑郁,yìyù,"depressed, despondent, gloomy, depression",7,yi4 yu4,yìyù,False
抑揚頓挫,抑扬顿挫,yìyáng-dùncuò,see 頓挫抑揚|顿挫抑扬[dun4 cuo4 yi4 yang2],7,yi4 yang2 dun4 cuo4,yìyángdùncuò,False
抑制,抑制,yìzhì,"forbear, chasten, last out, govern, forebear, help, baste, cumber, rein, hamshackle, damp, disable, harness, restrain, muffle, stay, rule, hold in, bottle_up, throttle, constrain, retard, moderate, cork, swallow, hold, mortify, smother, rebuke, withhold, refrain, soften, control, break, curb, oppress, inhibit, ride out, coerce, dominate, bridle, constrict, choke, inhibition, dampen, restraint",7,yi4 zhi4,yìzhì,False
抑鬱症,抑郁症,yìyùzhèng,clinical depression,7,yi4 yu4 zheng4,yìyùzhèng,False
譯,译,yì,"to translate, to interpret",7,yi4,yì,False
疫苗,疫苗,yìmiáo,vaccine,7,yi4 miao2,yìmiáo,False
易拉罐,易拉罐,yìlāguàn,"pull-top can, easy-open can (with ring-pull)",7,yi4 la1 guan4,yìlāguàn,False
意料,意料,yìliào,"to anticipate, to expect",7,yi4 liao4,yìliào,False
意料之外,意料之外,yìliàozhīwài,"contrary to expectation, unexpected",7,yi4 liao4 zhi1 wai4,yìliàozhīwài,False
意圖,意图,yìtú,"intention, intent",7,yi4 tu2,yìtú,False
意向,意向,yìxiàng,"intention, purpose, intent, inclination, disposition",7,yi4 xiang4,yìxiàng,False
益處,益处,yìchu,benefit,7,yi4 chu,yìchu,False
溢,溢,yì,"to overflow, (literary) excessive, old variant of 鎰|镒[yi4]",7,yi4,yì,False
毅然,毅然,yìrán,"firmly, resolutely, without hesitation",7,yi4 ran2,yìrán,False
毅力,毅力,yìlì,"perseverance, willpower",7,yi4 li4,yìlì,False
陰暗,阴暗,yīnàn,"dim, dark, overcast, darkness, shadow, (fig.) dismal, gloomy, somber, murky, shadowy (side)",7,yin1 an4,yīnàn,False
因人而異,因人而异,yīnrénéryì,"varying from person to person (idiom), different for each individual",7,yin1 ren2 er2 yi4,yīnrénéryì,False
音響,音响,yīnxiǎng,"clank, acoustics, music center, sound, hi-fi set, stereo, audio, hi-fi, acoustic, hi-fi stereo component system",7,yin1 xiang3,yīnxiǎng,False
陰性,阴性,yīnxìng,"negative, feminine",7,yin1 xing4,yīnxìng,False
殷勤,殷勤,yīnqín,"politely, solicitously, eagerly attentive",7,yin1 qin2,yīnqín,False
銀幕,银幕,yínmù,movie screen,7,yin2 mu4,yínmù,False
引發,引发,yǐnfā,"trigger, motivate, set, evoke, initiate, evoke emotion, initiation",7,yin3 fa1,yǐnfā,False
引經據典,引经据典,yǐnjīng-jùdiǎn,"lit. to quote the classics, to quote chapter and verse (idiom)",7,yin3 jing1 ju4 dian3,yǐnjīngjùdiǎn,False
引擎,引擎,yǐnqíng,engine,7,yin3 qing2,yǐnqíng,False
引領,引领,yǐnlǐng,"to crane one's neck, to await eagerly, to lead, to show the way",7,yin3 ling3,yǐnlǐng,False
引入,引入,yǐnrù,"to draw into, to pull into, to introduce",7,yin3 ru4,yǐnrù,False
引人注目,引人注目,yǐnrén-zhùmù,"to attract attention, eye-catching, conspicuous",7,yin3 ren2 zhu4 mu4,yǐnrénzhùmù,False
引誘,引诱,yǐnyòu,"lure, seduce",7,yin3 you4,yǐnyòu,False
引用,引用,yǐnyòng,"quote, cite, recommend, appoint",7,yin3 yong4,yǐnyòng,False
飲水,饮水,yǐnshuǐ,drinking water,7,yin3 shui3,yǐnshuǐ,False
飲用水,饮用水,yǐnyòngshuǐ,"drinking water, potable water",7,yin3 yong4 shui3,yǐnyòngshuǐ,False
隱蔽,隐蔽,yǐnbì,"to conceal, to hide, covert, under cover",7,yin3 bi4,yǐnbì,False
隱患,隐患,yǐnhuàn,"a danger concealed within sth, hidden damage, misfortune not visible from the surface",7,yin3 huan4,yǐnhuàn,False
隱情,隐情,yǐnqíng,"sth one wishes to keep secret, ulterior motive, a subject best avoided",7,yin3 qing2,yǐnqíng,False
隱瞞,隐瞒,yǐnmán,"to conceal, to hide (a taboo subject), to cover up the truth",7,yin3 man2,yǐnmán,False
隱身,隐身,yǐnshēn,"to hide oneself, invisible (person or online status)",7,yin3 shen1,yǐnshēn,False
隱形,隐形,yǐnxíng,invisible,7,yin3 xing2,yǐnxíng,False
隱性,隐性,yǐnxìng,"hidden, crypto-, recessive (gene)",7,yin3 xing4,yǐnxìng,False
隱約,隐约,yǐnyuē,"vague, faint, indistinct",7,yin3 yue1,yǐnyuē,False
癮,瘾,yǐn,"addiction, craving",7,yin3,yǐn,False
印章,印章,yìnzhāng,"seal, signet, chop, stamp, CL:方[fang1]",7,yin4 zhang1,yìnzhāng,False
印刷術,印刷术,yìnshuāshù,"printing, printing technology",7,yin4 shua1 shu4,yìnshuāshù,False
印證,印证,yìnzhèng,"confirm, verify",7,yin4 zheng4,yìnzhèng,False
應有盡有,应有尽有,yīngyǒu-jìnyǒu,"everything that should be here is here (idiom), all one can think of is on hand, to have all one needs",7,ying1 you3 jin4 you3,yīngyǒujìnyǒu,False
英俊,英俊,yīngjùn,handsome,7,ying1 jun4,yīngjùn,False
英鎊,英镑,yīngbàng,pound sterling,7,ying1 bang4,yīngbàng,False
嬰兒,婴儿,yīngér,"babe, baby infant, wean, neonate, papoose, nestling, parvulus, baby, cheeper, child, bantling, nursling, bambino, infant, nurseling, infantile, suckling, chrisom",7,ying1 er2,yīngér,False
鷹,鹰,yīng,"hawk, eagle, falcon",7,ying1,yīng,False
迎合,迎合,yínghé,"to cater to, to pander to",7,ying2 he2,yínghé,False
迎,迎,yíng,"greet, go to meet, reception, meet face to face, face, receive, welcome, move towards, meet",7,ying2,yíng,False
熒光,荧光,yíngguāng,"fluorescence, fluorescent",7,ying2 guang1,yíngguāng,False
盈利,盈利,yínglì,"profit, gain",7,ying2 li4,yínglì,False
營救,营救,yíngjiù,to rescue,7,ying2 jiu4,yíngjiù,False
贏家,赢家,yíngjia,winner,7,ying2 jia1,yíngjiā,True
營造,营造,yíngzào,"construct, build",7,ying2 zao4,yíngzào,False
影像,影像,yǐngxiàng,"simulacrum, blip, mental image, picture, portrait, video, image",7,ying3 xiang4,yǐngxiàng,False
應酬,应酬,yìngchou,"social niceties, social interaction, a dinner party",7,ying4 chou,yìngchou,False
應付,应付,yīngfù,"hack, cope_with, treat, stand, bridge_over, come_on, do sth. perfunctorily, cope with, handle, cope, do ... perfunctorily, deal/cope with, cut, make do, deal, deal with, respond",7,ying4 fu4,yìngfù,True
應聘,应聘,yìngpìn,"to accept a job offer, to apply for an advertised position",7,ying4 pin4,yìngpìn,False
應邀,应邀,yìngyāo,"on invitation, at sb.'s invitation, receive an invitation",7,ying4 yao1,yìngyāo,False
硬幣,硬币,yìngbì,"coin, CL:枚[mei2]",7,ying4 bi4,yìngbì,False
映,映,yìng,"to reflect (light), to shine, to project (an image onto a screen etc., old variant of 映[ying4]",7,ying4,yìng,False
硬盤,硬盘,yìngpán,hard disk,7,ying4 pan2,yìngpán,False
擁護,拥护,yōnghù,"to endorse, to support",7,yong1 hu4,yōnghù,False
擁擠,拥挤,yōngjǐ,"crowded, pushed and squeezed together",7,yong1 ji3,yōngjǐ,False
庸俗,庸俗,yōngsú,"filthy, vulgar, debased",7,yong1 su2,yōngsú,False
硬朗,硬朗,yìnglang,"robust, healthy",7,ying4 lang3,yìnglǎng,True
永恆,永恒,yǒnghéng,"eternalize, perpetual, eternize, eternal",7,yong3 heng2,yǒnghéng,False
永久,永久,yǒngjiǔ,"everlasting, perpetual, lasting, forever, permanent",7,yong3 jiu3,yǒngjiǔ,False
永不,永不,yǒngbù,"never, will never",7,yong3 bu4,yǒngbù,False
勇往直前,勇往直前,yǒngwǎng-zhíqián,to advance bravely,7,yong3 wang3 zhi2 qian2,yǒngwǎngzhíqián,False
勇於,勇于,yǒngyú,"be bold in, have the courage to, have courage to, be brave in",7,yong3 yu2,yǒngyú,False
涌,涌,yǒng,"(used in place names), to bubble up, to rush forth",7,yong3,yǒng,False
湧入,涌入,yǒngrù,Influence,7,yong3 ru4,yǒngrù,False
涌現,涌现,yǒngxiàn,"to emerge in large numbers, to spring up, to emerge prominently",7,yong3 xian4,yǒngxiàn,False
用餐,用餐,yòng cān,to eat a meal,7,yong4 can1,yòngcān,False
踴躍,踊跃,yǒngyuè,"enthusiastical, leap, jump, eager",7,yong3 yue4,yǒngyuè,False
用人,用人,yòngren,"make use of personnel, employ people",7,yong4 ren2,yòngrén,True
用力,用力,yòng lì,"exert self, exert oneself, put forth one's strenght, exert self (physically)",7,yong4 li4,yònglì,False
用功,用功,yònggōng,"study, studious, hardworking, niggle, grind",7,yong4 gong1,yònggōng,False
優,优,yōu,"excellent, superior",7,you1,yōu,False
用意,用意,yòngyì,"intention, purpose",7,yong4 yi4,yòngyì,False
優化,优化,yōuhuà,"optimization, to optimize, to make superior",7,you1 hua4,yōuhuà,False
